gene_id,CONT1,CONT2,CONT3,CONT4,CONT5,CONT6,TREA1,TREA2,TREA3,TREA4,TREA5,TREA6
GENE00442,402,653,444,312,351,581,278,238,615,386,586,391
GENE00443,6,14,12,23,19,12,10,14,2,21,17,18
GENE00444,35,16,60,21,47,12,57,31,55,9,19,38
GENE00445,12,22,16,11,14,21,32,18,17,8,17,9
GENE00446,604,762,1178,593,849,1017,779,453,809,857,607,918
GENE00447,23,16,5,37,11,10,16,12,14,16,13,9
GENE00448,94,64,37,159,142,127,127,64,89,128,69,112
GENE00449,242,581,322,417,304,362,232,208,331,459,508,147
GENE00450,22,21,15,11,17,13,11,15,9,2,4,8
GENE00451,1409,1909,526,790,1616,938,1041,717,448,810,585,1084
GENE00452,416,343,234,191,274,370,436,99,224,405,211,241
GENE00453,161,445,154,278,250,364,198,303,314,415,293,377
GENE00454,374,384,267,455,300,457,311,489,191,349,236,362
GENE00455,11,7,3,3,2,2,6,4,15,7,6,7
GENE00456,307,132,184,314,279,195,142,229,82,92,228,247
GENE00457,944,420,597,408,942,240,540,485,963,301,1020,363
GENE00458,118,97,77,125,137,41,79,51,71,96,46,65
GENE00459,25,23,25,55,11,25,20,28,22,27,29,34
GENE00460,174,149,171,70,168,187,215,105,73,284,260,156
GENE00461,143,126,112,385,175,221,171,109,343,247,161,100
GENE00462,939,1291,1338,1020,786,763,609,1188,1072,1675,1179,1560
GENE00463,731,585,680,656,671,377,973,1745,800,713,831,1333
GENE00464,12,15,15,18,16,14,4,15,12,11,11,15
GENE00465,479,535,395,300,544,485,650,452,689,208,416,683
GENE00466,57,76,28,38,70,38,35,40,48,53,33,63
GENE00467,193,447,184,814,154,228,288,274,250,367,448,297
GENE00468,91,91,87,74,133,66,62,94,53,178,60,120
GENE00469,905,648,741,913,676,1158,688,1663,885,1003,417,804
GENE00470,35,20,37,29,30,16,51,23,35,14,23,49
GENE00471,30,33,14,20,8,26,42,16,3,14,17,38
GENE00472,453,803,718,466,718,489,290,1003,600,610,328,501
GENE00473,387,379,277,239,223,317,322,313,202,386,256,345
GENE00474,25,26,4,17,17,29,31,7,19,22,21,19
GENE00475,599,1209,984,811,870,1137,1103,687,1863,707,735,641
GENE00476,21,10,13,16,18,10,8,21,23,13,21,22
GENE00477,650,1181,1791,2117,1420,1210,1757,980,2286,1127,2663,3301
GENE00478,10,6,3,11,4,5,13,5,3,8,7,16
GENE00479,7,4,9,7,6,2,5,13,6,2,6,5
GENE00480,331,157,253,204,314,233,293,227,249,149,147,213
GENE00481,468,334,238,559,276,193,381,235,181,453,607,277
GENE00482,10,9,35,10,14,20,19,32,9,30,35,20
GENE00483,688,413,1198,388,424,357,543,747,413,392,463,209
GENE00484,342,422,356,666,255,301,325,566,139,350,332,593
GENE00485,39,44,42,33,43,44,23,69,62,42,22,44
GENE00486,34,28,47,14,31,14,16,32,15,23,25,12
GENE00487,1276,507,1855,835,1499,1548,897,846,674,1262,422,1168
GENE00488,753,974,415,426,957,303,1489,709,848,1059,1230,542
GENE00489,41,130,71,101,56,76,63,57,40,61,43,111
GENE00490,15,9,9,11,30,5,23,8,13,17,28,18
GENE00491,11,26,22,10,21,21,14,25,18,6,21,15
GENE00492,311,271,225,247,240,152,322,148,402,284,118,369
GENE00493,1199,604,824,743,592,831,636,747,1050,603,790,708
GENE00494,206,207,389,260,158,166,172,122,191,195,140,256
GENE00495,1389,1334,930,1215,632,1777,430,940,963,721,1232,1758
GENE00496,2453,1495,2003,3045,2835,2588,855,923,957,3174,923,1936
GENE00497,11,10,8,10,5,23,4,18,11,4,14,11
GENE00498,10,8,20,8,7,7,18,9,10,14,14,8
GENE00499,118,171,77,99,216,95,286,146,74,154,199,166
GENE00500,89,51,33,29,40,49,36,53,48,63,40,41
GENE00501,20,19,33,13,27,12,14,8,24,26,14,40
GENE00502,303,198,440,410,218,242,368,298,417,289,463,439
GENE00503,2501,838,1796,1159,2160,1296,1389,2162,1630,1525,1916,1795
GENE00504,1909,2369,980,810,1017,1126,2990,2134,587,994,1570,1478
GENE00505,84,126,72,95,257,108,78,137,205,89,71,146
GENE00506,113,40,102,138,210,96,81,174,110,113,87,54
GENE00507,91,48,35,28,171,38,171,72,77,62,47,80
GENE00508,479,480,515,460,524,539,198,650,410,354,687,463
GENE00509,27,24,18,28,9,17,32,40,24,19,23,36
GENE00510,86,70,265,163,160,164,161,115,185,60,108,141
GENE00511,378,598,294,576,454,636,258,388,447,917,634,504
GENE00512,1268,838,302,675,523,483,429,640,461,852,915,566
GENE00513,93,144,54,181,84,72,57,116,84,139,119,65
GENE00514,1158,2232,1245,2135,2645,1720,1811,1043,2300,1465,1177,2536
GENE00515,6,13,10,7,11,2,5,14,9,10,9,17
GENE00516,8,4,1,7,5,3,8,16,3,11,7,4
GENE00517,122,194,281,96,188,125,233,99,140,167,351,106
GENE00518,1,4,5,2,2,8,6,5,3,8,5,7
GENE00519,323,241,355,277,607,230,229,518,835,260,283,402
GENE00520,1422,1008,750,695,654,1022,593,262,718,250,1018,515
GENE00521,230,244,220,193,356,149,251,211,245,151,163,158
GENE00522,76,46,72,39,27,49,37,61,27,56,43,41
GENE00523,5,11,4,6,3,6,8,7,2,6,11,11
GENE00524,18,16,12,19,27,14,26,11,21,14,10,14
GENE00525,1551,1386,718,861,1197,1045,1739,1556,1878,565,652,1321
GENE00526,14,32,31,16,18,30,28,35,29,7,28,27
GENE00527,70,96,24,117,47,73,85,83,101,107,86,82
GENE00528,200,321,108,231,172,246,114,209,185,190,140,156
GENE00529,50,50,96,28,122,52,113,108,98,108,54,83
GENE00530,120,101,74,140,56,91,74,120,200,135,135,163
GENE00531,631,1413,957,1347,1649,1828,1888,1689,1051,1276,1336,1181
GENE00532,111,56,61,76,59,61,62,98,49,103,86,91
GENE00533,68,41,165,103,69,45,85,43,82,20,72,37
GENE00534,5,4,7,10,8,7,5,5,0,3,1,9
GENE00535,256,304,407,142,188,187,243,223,231,328,254,317
GENE00536,733,679,744,459,296,200,224,238,424,471,702,497
GENE00537,47,22,33,61,41,20,25,25,14,42,39,46
GENE00538,498,1267,726,1423,603,768,679,268,570,362,790,985
GENE00539,422,628,823,274,456,708,910,723,464,789,865,487
GENE00540,853,688,707,508,404,1085,420,1075,1000,764,903,1149
GENE00541,5,3,4,5,3,14,8,2,7,3,10,6
GENE00542,5,10,1,8,3,2,6,7,3,5,1,8
GENE00543,24,15,32,5,14,21,16,13,14,35,14,22
GENE00544,28,15,30,24,26,20,33,28,11,51,11,29
GENE00545,9,18,11,9,8,7,3,2,8,12,10,6
GENE00546,15,11,10,8,7,14,14,12,5,7,32,6
GENE00547,62,40,58,110,41,36,49,53,49,64,29,60
GENE00548,1517,1999,640,1768,3531,1602,1026,2040,2217,1476,998,1752
GENE00549,1039,1149,1028,1071,2560,1262,1024,1147,1495,1661,2101,1487
GENE00550,117,90,57,127,88,152,32,84,64,51,98,62
GENE00551,14,19,5,11,6,10,7,3,18,8,3,4
GENE00552,8,8,8,9,9,10,6,5,5,8,9,21
GENE00553,597,607,552,565,927,559,945,1603,293,354,1068,1229
GENE00554,229,420,682,339,256,240,757,301,381,99,353,197
GENE00555,106,36,21,23,11,40,60,76,37,40,79,30
GENE00556,40,34,73,113,74,78,81,75,109,40,45,76
GENE00557,152,76,250,203,140,228,153,236,92,131,126,139
GENE00558,103,102,190,153,106,87,129,232,216,137,185,140
GENE00559,48,156,111,94,158,115,35,109,76,149,139,114
GENE00560,1,7,8,10,6,13,9,15,12,10,8,2
GENE00561,110,48,48,61,142,75,101,74,80,63,31,69
GENE00562,785,1142,1731,746,1820,1062,1533,1095,665,966,2190,650
GENE00563,272,167,171,407,237,210,124,475,232,174,61,222
GENE00564,10,10,11,15,10,13,13,6,16,16,1,6
GENE00565,2567,1680,1444,769,1616,878,2391,2287,1522,2065,856,492
GENE00566,128,174,94,209,89,325,104,174,137,258,180,178
GENE00567,38,37,12,39,25,17,36,19,36,19,18,24
GENE00568,19,14,13,8,11,9,23,20,11,6,25,12
GENE00569,7,12,17,10,16,12,15,12,8,12,15,1
GENE00570,34,32,16,35,19,13,23,28,57,34,21,30
GENE00571,100,259,64,239,132,154,236,336,218,138,268,281
GENE00572,50,33,75,60,80,117,44,84,48,61,57,55
GENE00573,76,103,11,34,60,46,58,65,70,67,64,68
GENE00574,1018,606,666,1357,778,1346,839,564,768,1122,2136,926
GENE00575,161,86,85,94,107,107,316,125,137,74,88,116
GENE00576,30,54,51,76,60,96,30,33,36,104,57,81
GENE00577,11,4,6,4,7,4,7,1,7,2,11,2
GENE00578,15,33,24,24,33,10,23,23,28,7,32,12
GENE00579,128,57,58,31,89,66,85,83,30,53,61,51
GENE00580,1348,1356,905,1565,1665,2133,951,1436,1424,1644,386,945
GENE00581,70,71,140,155,188,183,71,164,103,43,113,140
GENE00582,7,16,17,12,8,12,5,4,11,10,9,7
GENE00583,532,549,608,568,578,196,391,535,670,563,620,245
GENE00584,855,446,806,1335,603,700,520,521,614,379,489,897
GENE00585,5,18,11,17,6,16,13,14,5,4,9,8
GENE00586,91,100,71,133,62,77,39,57,96,98,151,102
GENE00587,56,46,54,47,51,50,37,45,67,59,87,65
GENE00588,53,57,58,23,65,36,36,31,37,57,25,58
GENE00589,16,11,9,13,20,20,11,5,12,15,13,12
GENE00590,138,223,100,233,154,297,199,181,148,323,108,162
GENE00591,14,24,17,17,12,24,10,10,3,12,20,18
GENE00592,106,226,242,139,230,92,131,129,172,236,280,205
GENE00593,5,6,9,11,9,16,10,10,12,11,4,6
GENE00594,128,210,212,293,145,215,383,215,208,127,107,220
GENE00595,3,8,15,6,10,9,5,7,3,6,7,5
GENE00596,90,90,61,50,96,130,101,99,112,133,70,62
GENE00597,298,300,631,508,211,276,311,296,451,641,403,455
GENE00598,1069,1210,1354,771,419,2266,1097,432,1590,482,1166,1442
GENE00599,802,1294,1304,714,748,1550,714,805,1613,896,409,1480
GENE00600,478,726,436,285,529,479,612,497,308,343,492,125
GENE00601,208,825,500,285,326,452,388,329,239,487,628,639
GENE00602,37,51,64,53,137,47,88,71,150,49,91,125
GENE00603,1310,867,814,1049,1112,781,1140,973,1191,845,370,499
GENE00604,21,16,70,25,26,24,14,42,17,18,14,32
GENE00605,159,183,167,179,306,175,435,372,165,173,307,213
GENE00606,8,7,23,11,11,4,9,11,9,13,6,9
GENE00607,6,12,30,16,16,11,18,14,7,21,16,14
GENE00608,24,27,8,16,11,7,10,14,14,13,13,18
GENE00609,53,34,39,101,33,66,23,60,46,71,45,78
GENE00610,37,16,76,46,50,59,88,48,90,86,98,68
GENE00611,13,8,6,17,8,10,11,17,5,17,9,5
GENE00612,69,92,78,164,271,118,112,75,122,45,148,87
GENE00613,63,30,61,49,50,17,23,61,53,51,35,65
GENE00614,675,621,711,953,1012,1164,891,689,918,917,729,884
GENE00615,266,190,116,151,456,132,147,267,169,302,155,118
GENE00616,41,39,79,49,67,81,95,56,77,55,43,72
GENE00617,320,362,460,417,871,949,806,515,701,411,770,685
GENE00618,263,196,580,203,307,219,130,168,240,271,124,203
GENE00619,63,53,116,129,201,154,109,79,103,209,158,138
GENE00620,1047,694,966,1337,904,1602,1392,898,424,1540,898,626
GENE00621,9,11,22,32,16,18,18,33,10,21,15,35
GENE00622,29,9,27,17,17,7,21,4,24,24,17,38
GENE00623,4,8,10,4,3,8,8,1,2,6,6,3
GENE00624,14,5,4,4,6,9,6,8,8,7,5,6
GENE00625,152,78,139,45,44,110,93,106,84,83,74,97
GENE00626,1686,829,2345,1588,1659,1586,550,880,1660,1068,1069,1759
GENE00627,82,63,29,59,60,28,62,83,100,74,34,59
GENE00628,1,6,3,7,4,3,7,13,6,5,2,6
GENE00629,109,266,135,118,144,254,246,154,158,64,287,213
GENE00630,12,39,33,74,36,40,61,64,51,82,71,32
GENE00631,225,498,476,330,350,722,597,196,424,396,560,321
GENE00632,149,124,193,187,179,189,111,250,206,294,130,157
GENE00633,66,30,37,13,45,62,49,41,61,29,34,57
GENE00634,410,155,622,719,639,557,674,382,1050,654,396,355
GENE00635,26,18,18,59,48,14,23,34,27,21,56,13
GENE00636,73,81,51,97,134,56,56,129,65,36,153,156
GENE00637,411,536,1113,960,680,1033,1252,291,455,410,1212,973
GENE00638,9,25,13,18,13,17,13,18,14,22,3,13
GENE00639,458,2323,1060,1730,1044,1393,1717,2324,935,633,1266,894
GENE00640,1433,1417,2669,1622,943,1447,2456,2677,1460,1255,1172,968
GENE00641,124,111,85,88,84,92,82,66,64,74,114,121
GENE00642,23,22,15,10,14,13,26,30,14,24,7,9
GENE00643,37,65,82,95,104,68,62,51,62,62,49,64
GENE00644,92,41,52,80,89,49,52,38,86,49,71,91
GENE00645,1564,1520,1138,1321,1987,1313,2136,732,1688,1987,1620,1517
GENE00646,9,10,9,8,26,8,15,7,24,10,21,16
GENE00647,90,64,76,62,155,71,68,55,34,73,22,53
GENE00648,268,177,327,533,398,331,660,208,303,264,319,268
GENE00649,586,1037,998,371,835,827,499,907,1155,1044,841,868
GENE00650,15,9,25,8,20,11,10,12,6,9,21,29
GENE00651,1712,2090,2124,814,1180,1638,2140,2400,3030,1201,3781,2049
GENE00652,0,8,6,4,6,6,7,7,6,5,3,5
GENE00653,105,81,101,157,69,79,66,63,78,69,37,113
GENE00654,32,26,15,19,64,29,26,44,11,28,51,39
GENE00655,87,253,177,291,91,141,141,231,114,124,231,242
GENE00656,1261,879,1953,946,784,1119,1750,1638,1067,438,1088,742
GENE00657,37,71,44,19,69,21,54,16,32,26,12,32
GENE00658,7,5,3,12,4,4,7,5,6,6,6,6
GENE00659,24,31,16,21,24,29,60,48,43,25,41,41
GENE00660,5,12,13,10,11,18,10,4,12,13,13,6
GENE00661,3,8,2,3,4,6,4,2,7,1,8,7
GENE00662,750,385,449,719,336,596,477,361,314,935,875,494
GENE00663,811,1383,1364,970,1424,973,944,829,1456,1646,1362,738
GENE00664,16,20,37,24,6,5,25,24,7,15,23,26
GENE00665,672,1179,760,615,772,1013,2695,1614,1037,1341,2167,993
GENE00666,509,426,347,473,460,1123,811,517,375,535,625,791
GENE00667,43,12,35,27,27,16,41,8,10,23,34,19
GENE00668,8,17,11,7,17,15,29,4,13,7,18,19
GENE00669,30,24,21,14,19,10,18,17,35,12,16,19
GENE00670,51,46,95,42,21,116,78,50,49,57,46,29
GENE00671,129,148,105,157,120,179,144,272,105,90,129,101
GENE00672,455,555,1176,604,854,424,295,476,629,600,252,446
GENE00673,1433,1102,887,2324,1460,2060,1459,2539,3005,1044,968,1325
GENE00674,1033,1954,1360,1510,2124,1465,793,1746,471,730,1132,1968
GENE00675,446,216,198,431,401,293,426,433,392,250,306,177
GENE00676,10,10,14,27,27,11,19,27,12,16,41,34
GENE00677,43,60,37,59,54,50,49,46,86,64,41,51
GENE00678,459,309,314,230,236,191,393,289,216,179,302,242
GENE00679,26,5,12,13,13,7,22,15,5,8,8,2
GENE00680,4359,1943,2126,1173,1343,3879,1493,2867,2701,1911,923,1983
GENE00681,1186,1041,1391,1328,220,844,932,528,1129,1324,1190,977
GENE00682,33,28,54,32,24,30,102,40,22,53,35,15
GENE00683,3126,1349,1045,1232,1763,2603,877,851,2402,1272,1310,1540
GENE00684,315,306,351,228,280,281,337,420,229,165,323,333
GENE00685,2,5,5,10,13,6,13,9,5,1,7,10
GENE00686,90,146,69,135,81,61,106,44,131,81,120,215
GENE00687,41,34,22,16,24,53,28,19,38,26,34,54
GENE00688,346,186,252,268,97,155,201,330,178,132,105,271
GENE00689,5,7,20,14,9,20,12,14,5,8,3,9
GENE00690,142,53,133,42,87,38,70,40,190,117,116,133
GENE00691,18,10,3,18,19,24,22,31,12,16,18,25
GENE00692,104,177,177,99,85,256,189,121,86,194,101,169
GENE00693,79,130,106,60,89,189,129,149,98,87,102,50
GENE00694,14,20,10,3,8,18,23,12,8,15,7,11
GENE00695,90,52,118,111,97,75,103,191,174,92,74,138
GENE00696,11,8,11,11,10,3,10,5,4,11,5,7
GENE00697,459,617,139,324,514,670,534,312,416,344,438,520
GENE00698,33,31,26,31,21,42,19,40,33,39,4,44
GENE00699,213,170,116,95,239,207,131,177,109,155,168,244
GENE00700,15,7,7,9,13,2,20,5,10,3,5,3
GENE00701,19,15,24,6,10,3,9,22,23,17,14,13
GENE00702,5,16,6,8,7,13,7,4,9,12,5,7
GENE00703,9,9,13,12,9,6,9,10,17,8,7,10
GENE00704,46,39,46,36,94,66,72,65,65,54,20,78
GENE00705,480,237,349,274,214,203,273,243,312,231,317,379
GENE00706,11,19,10,26,3,21,35,26,10,3,17,11
GENE00707,950,588,508,359,553,426,512,522,626,270,376,1064
GENE00708,21,40,44,17,19,24,37,30,48,27,15,33
GENE00709,5,7,9,9,5,25,8,8,6,6,10,11
GENE00710,88,95,95,131,200,99,140,181,217,74,170,116
GENE00711,169,111,60,86,123,56,55,60,135,55,141,34
GENE00712,37,47,23,18,28,57,28,19,19,18,47,32
GENE00713,107,129,165,100,65,98,175,86,146,42,54,74
GENE00714,9,7,21,4,12,7,18,7,3,13,3,6
GENE00715,16,22,13,39,15,30,29,22,11,46,17,26
GENE00716,19,9,8,1,14,17,4,16,19,10,12,12
GENE00717,666,429,327,572,489,531,546,396,508,274,597,454
GENE00718,866,1845,876,830,2536,861,983,1345,1756,2021,1171,766
GENE00719,88,103,81,115,90,114,91,157,111,109,81,109
GENE00720,108,69,57,84,50,85,58,155,57,89,116,76
GENE00721,438,440,628,366,165,376,405,245,407,376,375,654
GENE00722,229,181,154,144,210,114,162,255,198,194,181,251
GENE00723,156,216,191,199,452,161,105,145,259,208,79,283
GENE00724,78,37,44,68,37,40,58,27,74,58,68,38
GENE00725,581,853,998,452,1316,922,1054,325,696,700,163,633
GENE00726,8,30,7,34,16,20,8,19,30,11,14,18
GENE00727,463,267,758,409,854,500,573,647,511,551,385,231
GENE00728,319,391,273,455,190,397,547,462,332,438,617,284
GENE00729,80,73,98,61,138,155,104,151,87,62,85,191
GENE00730,134,70,59,69,162,31,42,30,98,81,40,41
GENE00731,28,24,40,22,23,36,13,16,41,38,42,31
GENE00732,24,15,22,18,22,23,8,9,11,19,12,8
GENE00733,2385,1181,831,883,1850,2157,642,673,1236,1264,761,1058
GENE00734,475,416,436,347,508,401,964,870,586,480,447,216
GENE00735,271,230,263,518,391,542,830,405,252,291,648,634
GENE00736,12,11,14,21,6,5,3,21,18,8,10,15
GENE00737,7,25,23,22,5,27,16,14,29,27,15,16
GENE00738,296,179,438,198,294,302,312,700,595,651,465,354
GENE00739,610,607,145,425,550,358,352,168,998,469,487,471
GENE00740,1626,1641,1715,1137,2494,1399,1092,2019,1764,2338,2732,2332
GENE00741,728,828,572,1155,1308,1245,665,425,830,639,949,1581
GENE00742,496,358,259,201,525,148,341,287,194,218,383,208
GENE00743,267,1052,594,813,658,575,1492,922,782,418,386,1117
GENE00744,848,742,1433,1056,901,1754,441,911,1879,682,921,760
GENE00745,24,18,21,22,29,12,18,35,58,31,58,34
GENE00746,222,105,96,89,90,141,215,170,88,147,72,176
GENE00747,399,385,508,248,411,521,602,372,341,300,464,172
GENE00748,518,100,335,230,257,212,125,312,253,357,221,125
GENE00749,55,131,113,80,116,139,53,74,61,86,113,69
GENE00750,4,11,8,6,14,7,4,10,2,8,2,10
GENE00751,31,30,52,13,17,24,44,23,13,12,24,26
GENE00752,40,28,24,38,38,46,7,28,41,13,9,25
GENE00753,90,167,37,184,56,153,73,124,90,210,41,144
GENE00754,8,20,9,18,18,15,6,15,15,20,17,10
GENE00755,152,253,169,286,294,265,181,109,200,136,311,104
GENE00756,182,93,46,124,122,165,82,81,109,106,60,93
GENE00757,1444,2332,1282,2116,1825,1199,1222,2221,1741,1229,1263,1383
GENE00758,509,545,270,549,681,934,442,416,296,591,432,477
GENE00759,121,128,140,164,117,139,88,90,118,335,139,192
GENE00760,253,675,694,344,726,219,444,677,883,898,362,364
GENE00761,132,291,211,149,251,416,180,377,206,154,212,180
GENE00762,67,50,36,32,25,41,33,42,81,33,64,43
GENE00763,24,16,16,18,8,25,26,10,12,32,18,22
GENE00764,396,196,432,705,298,344,335,265,554,293,383,417
GENE00765,6,2,4,5,5,3,9,0,7,6,10,8
GENE00766,590,1801,1301,1052,906,1178,601,1548,493,1486,1412,956
GENE00767,216,472,374,800,491,489,368,401,580,409,440,415
GENE00768,371,241,267,305,194,586,154,203,264,330,209,230
GENE00769,346,247,476,300,423,255,564,441,351,343,491,268
GENE00770,18,16,21,27,38,9,18,26,19,23,28,24
GENE00771,419,382,275,311,583,400,763,620,446,260,121,400
GENE00772,1345,818,848,2092,691,1860,1626,1363,1925,2669,2134,1506
GENE00773,24,21,15,6,10,9,10,13,13,18,9,26
GENE00774,104,104,65,62,84,79,70,121,42,77,109,109
GENE00775,46,100,75,148,251,111,75,87,27,76,86,79
GENE00776,1292,2859,1329,1112,2667,1221,1019,2072,1735,1538,1505,1947
GENE00777,825,887,1095,504,293,703,415,306,957,662,348,607
GENE00778,541,584,1103,925,707,734,440,774,488,456,476,580
GENE00779,597,457,402,291,278,154,106,237,459,297,214,310
GENE00780,90,29,68,47,21,41,84,28,33,59,65,20
GENE00781,5,3,3,3,5,6,4,8,3,5,4,2
GENE00782,30,47,45,48,81,54,51,36,23,53,27,65
GENE00783,10,9,6,23,7,10,4,8,15,13,9,4
GENE00784,17,13,20,20,16,19,73,51,70,16,49,26
GENE00785,45,24,22,31,10,14,20,28,15,13,35,27
GENE00786,14,14,10,10,9,12,14,5,4,9,11,14
GENE00787,23,6,10,6,29,14,11,24,12,18,6,6
GENE00788,160,139,114,223,201,158,111,107,105,120,191,147
GENE00789,796,869,529,1208,1091,1222,614,1383,598,744,1714,937
GENE00790,344,162,258,425,151,126,121,310,226,120,379,194
GENE00791,9,8,10,4,11,4,9,8,11,6,9,13
GENE00792,435,593,268,417,425,784,876,536,418,497,211,553
GENE00793,6,4,6,11,3,8,6,12,9,10,4,5
GENE00794,246,453,494,501,595,525,673,490,575,526,514,1012
GENE00795,53,59,95,80,47,96,31,49,68,44,118,115
GENE00796,1421,1299,726,1982,2678,2020,1923,1635,1629,2660,1965,2826
GENE00797,301,121,405,241,274,183,304,218,275,354,207,259
GENE00798,1328,1240,1688,1509,2055,1211,1180,2415,1079,2377,1624,2550
GENE00799,840,601,498,514,608,1240,796,566,900,915,365,542
GENE00800,292,363,319,184,348,168,258,235,190,163,143,166
GENE00801,57,36,31,19,52,79,68,29,33,22,23,29
GENE00802,161,100,177,75,77,128,197,266,154,57,179,217
GENE00803,1998,870,1856,2092,1407,1580,596,1760,1060,1193,1230,1203
GENE00804,6,19,12,12,3,12,6,1,5,13,4,5
GENE00805,3,9,7,11,3,7,7,12,8,12,9,10
GENE00806,606,2106,859,831,1220,1261,962,1868,1856,1181,1066,962
GENE00807,8,13,5,20,6,4,8,3,6,5,13,10
GENE00808,219,777,522,333,295,413,250,313,292,359,605,137
GENE00809,6,8,12,9,24,14,17,9,22,18,23,13
GENE00810,70,81,72,67,87,102,76,76,85,74,61,72
GENE00811,366,670,704,342,2114,482,243,676,679,403,293,948
GENE00812,53,62,110,35,45,61,61,52,21,58,114,46
GENE00813,11,10,14,24,43,42,14,20,11,5,30,14
GENE00814,49,96,112,82,96,65,153,95,59,69,112,153
GENE00815,8,8,20,11,8,8,10,7,7,12,23,24
GENE00816,46,55,50,25,48,77,96,84,33,37,68,86
GENE00817,1418,1859,1105,1518,1551,1628,2518,1446,1345,837,2171,627
GENE00818,277,167,215,109,269,252,171,186,190,302,146,112
GENE00819,80,63,57,72,26,61,45,42,107,77,58,85
GENE00820,668,329,417,371,295,361,164,550,652,377,216,195
GENE00821,77,76,92,183,74,117,129,89,155,80,148,97
GENE00822,85,31,55,62,151,149,130,85,153,208,106,125
GENE00823,25,39,21,45,64,41,40,63,26,47,39,38
GENE00824,4,5,6,2,11,6,7,12,7,1,3,3
GENE00825,90,46,72,26,23,22,36,19,36,69,18,29
GENE00826,1534,1122,1194,926,1225,1788,1562,1319,1118,722,693,412
GENE00827,488,531,735,304,436,497,564,176,293,312,469,662
GENE00828,836,1410,678,468,938,773,857,1118,1581,1586,794,1252
GENE00829,1613,1221,1063,623,896,507,757,1299,1133,789,1295,687
GENE00830,9,9,11,19,21,8,22,6,5,14,10,10
GENE00831,210,430,121,145,238,148,168,198,78,158,426,145
GENE00832,9,5,9,10,6,6,10,11,5,14,3,7
GENE00833,11,25,11,10,11,11,11,4,12,7,20,14
GENE00834,166,160,91,202,113,105,105,228,135,149,61,133
GENE00835,34,237,150,46,172,64,58,100,127,72,130,89
GENE00836,1277,1180,914,509,818,940,1207,762,1924,1156,459,909
GENE00837,194,368,250,225,503,375,416,512,189,471,295,244
GENE00838,180,269,120,257,99,149,113,237,203,183,150,179
GENE00839,104,286,380,364,216,166,408,470,289,242,139,387
GENE00840,312,766,313,431,603,475,491,326,378,525,742,1062
GENE00841,7,15,1,8,4,9,3,10,11,4,12,24
GENE00842,5,10,4,3,12,17,13,13,5,8,18,5
GENE00843,1865,1553,1242,754,1069,923,1161,925,546,492,811,705
GENE00844,35,144,72,27,46,40,43,59,32,52,53,69
GENE00845,4,6,10,13,9,22,14,6,5,13,10,21
GENE00846,58,64,62,117,56,74,41,48,75,63,73,67
GENE00847,18,12,15,11,11,15,6,17,8,10,10,8
GENE00848,241,78,119,179,179,158,170,153,66,101,60,152
GENE00849,64,38,32,39,25,60,33,43,55,32,28,42
GENE00850,10,2,12,10,12,5,7,4,14,3,8,7
GENE00851,189,135,375,359,115,250,209,325,123,395,201,210
GENE00852,5,3,12,7,5,11,16,4,9,5,16,5
GENE00853,11,9,11,17,35,18,16,19,7,28,22,20
GENE00854,29,15,38,29,26,27,14,39,14,29,23,21
GENE00855,248,460,247,284,368,764,510,551,431,619,692,671
GENE00856,233,165,114,257,230,319,95,143,264,185,130,144
GENE00857,15,27,12,31,10,49,17,13,32,10,25,16
GENE00858,772,707,1098,413,782,604,1319,781,445,454,586,403
GENE00859,10,6,4,3,9,6,5,8,15,4,7,4
GENE00860,1,7,5,5,7,9,6,11,6,11,14,4
GENE00861,615,579,1273,1110,720,880,676,611,611,884,855,984
GENE00862,1177,1117,1364,1103,1028,1987,1841,1413,601,1242,2123,1695
GENE00863,18,1,21,25,25,20,34,30,32,11,26,17
GENE00864,202,204,59,298,297,319,196,287,274,104,96,102
GENE00865,8,7,12,0,8,9,5,11,7,15,7,7
GENE00866,227,284,144,395,144,167,156,90,304,312,138,199
GENE00867,22,38,15,46,11,45,22,31,16,15,17,35
GENE00868,214,1042,299,192,485,540,175,518,764,659,859,711
GENE00869,7,2,11,5,7,10,5,13,5,16,3,13
GENE00870,30,15,32,29,18,46,18,30,29,46,14,43
GENE00871,404,362,189,262,381,359,320,679,486,433,415,728
GENE00872,3208,4119,2235,2796,1966,2713,2397,1726,1865,2455,2781,2415
GENE00873,23,19,44,44,77,24,58,39,26,24,29,19
GENE00874,1072,2143,2208,2083,2597,1198,3725,2002,3198,2196,1737,1040
GENE00875,50,81,26,42,64,36,39,56,34,83,56,51
GENE00876,22,13,13,14,27,11,21,17,9,7,11,9
GENE00877,69,48,57,39,46,20,36,30,41,52,34,70
GENE00878,614,579,903,563,703,795,1104,506,667,636,712,1010
GENE00879,147,134,263,205,195,143,211,228,226,166,114,266
GENE00880,28,68,55,34,55,68,15,59,69,14,41,45
GENE00881,129,170,67,249,227,302,141,207,188,271,212,206
GENE00882,13,13,1,25,16,17,17,17,8,8,10,5
GENE00883,1895,1820,2215,2014,1532,1258,1064,1702,1289,971,1260,1413
GENE00884,1413,724,837,1456,593,674,1117,457,445,716,1054,921
GENE00885,18,24,19,28,18,22,46,22,22,17,16,14
GENE00886,41,68,23,47,30,23,42,31,68,35,16,39
GENE00887,355,441,203,132,453,222,346,371,263,274,206,412
